Rank,Points,Name,Country,Hand,Age,Category,Scrape_Date,id
133,11.500,GENBRUGGE Sem,BELGIUM,R,19,Foil_Men_Junior,2024-06-27 03:18:24,5215
134,11.250,SACHARCZUK Bartosz,POLAND,R,20,Foil_Men_Junior,2024-06-27 03:18:24,5216
135,10.500,ONIK Elijah,USA,L,18,Foil_Men_Junior,2024-06-27 03:18:24,5217
136,10.500,LEUNG Kwok Fung,"HONG KONG, CHINA",R,18,Foil_Men_Junior,2024-06-27 03:18:24,5218
137,10.500,IVANENKO Alex,UKRAINE,R,18,Foil_Men_Junior,2024-06-27 03:18:24,5219
138,10.500,CHEN Po-Han Boris,CHINESE TAIPEI,R,19,Foil_Men_Junior,2024-06-27 03:18:24,5220
139,10.500,TOMECZEK Kamil,POLAND,R,19,Foil_Men_Junior,2024-06-27 03:18:24,5221
140,10.250,CUFADAR Mustafa Burak,TÜRKIYE,R,19,Foil_Men_Junior,2024-06-27 03:18:24,5222
141,10.000,IAQUINTA Emanuele,ITALY,R,16,Foil_Men_Junior,2024-06-27 03:18:24,5223
142,9.750,CANO ACEVEDO Marcos,PUERTO RICO,R,17,Foil_Men_Junior,2024-06-27 03:18:24,5224
143,9.750,AGUINAGA PROCEL Pedro Jose,ECUADOR,R,16,Foil_Men_Junior,2024-06-27 03:18:24,5225
144,9.500,WALET Koen,NETHERLANDS,R,20,Foil_Men_Junior,2024-06-27 03:18:24,5226
145,9.250,FELIPE Shawn Nicollei,PHILIPPINES,R,19,Foil_Men_Junior,2024-06-27 03:18:24,5227
146,9.250,DELGADO AGUIRRE Jose Antonio,ECUADOR,L,16,Foil_Men_Junior,2024-06-27 03:18:24,5228
1,137.000,PINNA Vittoria,ITALY,L,17,Foil_Women_Junior,2024-06-27 03:18:24,5229
2,137.000,BERTINI Irene,ITALY,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5230
3,116.000,MOLINARI Matilde,ITALY,L,19,Foil_Women_Junior,2024-06-27 03:18:24,5231
4,98.000,KIM Katherine,USA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5232
5,87.000,DINCA Andreea,ROMANIA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5233
6,84.500,JIAO Enqi,CHINA,L,18,Foil_Women_Junior,2024-06-27 03:18:24,5234
7,80.000,GUO Jessica Zi Jia,CANADA,L,19,Foil_Women_Junior,2024-06-27 03:18:24,5235
8,78.000,LIU Jaelyn,USA,R,15,Foil_Women_Junior,2024-06-27 03:18:24,5236
9,78.000,JING Emily,USA,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5237
10,78.000,NAGASE Rino,JAPAN,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5238
11,78.000,ROGER Garance,FRANCE,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5239
12,77.000,VOLOBUEVA Polina,_AIN,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5240
13,73.000,CHUSID Mikayla,USA,L,17,Foil_Women_Junior,2024-06-27 03:18:24,5241
14,72.000,XU Ziyi,CHINA,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5242
15,70.000,PETROVA Kristina,UKRAINE,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5243
16,68.000,PEVZNER Victoria,USA,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5244
17,68.000,COLLINI Greta,ITALY,L,17,Foil_Women_Junior,2024-06-27 03:18:24,5245
18,64.000,BEZNOSIKOVA Anastasia,_AIN,L,19,Foil_Women_Junior,2024-06-27 03:18:24,5246
19,64.000,AUDIBERT Alicia,FRANCE,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5247
20,58.000,STUTCHBURY Carolina,GREAT BRITAIN,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5248
21,58.000,ZURAWSKA Karolina,POLAND,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5249
22,56.000,TAKAMIZAWA Yukari,JAPAN,L,17,Foil_Women_Junior,2024-06-27 03:18:24,5250
23,53.000,ZHUANG Xinyi,CHINA,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5251
24,53.000,CHIBA Honami,JAPAN,L,20,Foil_Women_Junior,2024-06-27 03:18:24,5252
25,53.000,TUCKER Ariadna,SPAIN,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5253
26,51.000,LEVCHUK Milana,_AIN,L,15,Foil_Women_Junior,2024-06-27 03:18:24,5254
27,49.000,MO Byeoli,KOREA,L,20,Foil_Women_Junior,2024-06-27 03:18:24,5255
28,48.000,COLY Safietou Inna Namiya,SENEGAL,L,16,Foil_Women_Junior,2024-06-27 03:18:24,5256
29,48.000,CHEN Jia,USA,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5257
30,48.000,HOLLAND-CUNZ Luca Sarah,GERMANY,L,19,Foil_Women_Junior,2024-06-27 03:18:24,5258
31,47.500,OLSZEWSKA Amelia,POLAND,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5259
32,45.000,JOSAN Uliana-Dumitrita,MOLDOVA,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5260
33,44.000,LUNG Katerina,USA,L,17,Foil_Women_Junior,2024-06-27 03:18:24,5261
34,43.000,GABOLA Letizia,ITALY,L,17,Foil_Women_Junior,2024-06-27 03:18:24,5262
35,42.000,LE CHANJOUR Pauline,FRANCE,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5263
36,42.000,AKTAYEVA Sofiya,KAZAKHSTAN,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5264
37,42.000,KONG Chin-Yi,USA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5265
38,40.000,CONWAY Josephina,USA,L,20,Foil_Women_Junior,2024-06-27 03:18:24,5266
39,40.000,AYE Keren,FRANCE,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5267
40,40.000,GARYFALLOU Stavroula Myrsini,GREECE,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5268
41,39.500,HANY Salma,EGYPT,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5269
42,39.000,LESLIE Ryanne,USA,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5270
43,39.000,NISSINOFF Alexandra,USA,R,15,Foil_Women_Junior,2024-06-27 03:18:24,5271
44,38.500,KUS Natasza,POLAND,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5272
45,35.500,WOLF Eszter,HUNGARY,R,20,Foil_Women_Junior,2024-06-27 03:18:24,5273
46,35.000,SHIN Minchae,KOREA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5274
47,35.000,ZHANG Yunjia,CANADA,L,16,Foil_Women_Junior,2024-06-27 03:18:24,5275
48,35.000,VASILE Karina,ROMANIA,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5276
49,34.000,ISBIR Alisa,TÜRKIYE,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5277
50,34.000,SONG Yue,CHINA,L,19,Foil_Women_Junior,2024-06-27 03:18:24,5278
51,32.000,EHAB Jana,EGYPT,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5279
52,32.000,FRANZONI Ludovica,ITALY,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5280
53,31.500,ILLEKOVA Michala,CZECHIA,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5281
54,31.000,HAMZA Malak,EGYPT,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5282
55,31.000,CHEUNG Kemei,SINGAPORE,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5283
56,30.250,BURBERRY Livia,BRAZIL,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5284
57,30.000,KIM Rachael,USA,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5285
58,30.000,TORRES Jimena,MEXICO,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5286
59,30.000,MAMEDOVA Aila,_AIN,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5287
60,29.000,ARNELA Lucia,GERMANY,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5288
61,28.000,SANTIBANEZ Rafaela,CHILE,L,19,Foil_Women_Junior,2024-06-27 03:18:24,5289
62,26.000,LEE Chaehee,KOREA,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5290
63,25.500,TANG Daniella Weng Yan,SINGAPORE,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5291
64,25.000,TEODORESCU Maria,ROMANIA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5292
65,25.000,USMONOVA Marjona,UZBEKISTAN,L,18,Foil_Women_Junior,2024-06-27 03:18:24,5293
66,24.000,HAYES Nadia,CANADA,L,16,Foil_Women_Junior,2024-06-27 03:18:24,5294
67,24.000,SOLOVEVA Anna,_AIN,R,20,Foil_Women_Junior,2024-06-27 03:18:24,5295
68,24.000,POLONYI Petra,HUNGARY,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5296
69,23.500,B'CHIR Nourane,TUNISIA,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5297
70,23.500,DAVRONOVA Maftunabonu,UZBEKISTAN,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5298
71,23.250,CHUNG Wan Yin,"HONG KONG, CHINA",R,18,Foil_Women_Junior,2024-06-27 03:18:24,5299
72,23.000,KASIMOVA Rada,UZBEKISTAN,R,20,Foil_Women_Junior,2024-06-27 03:18:24,5300
73,23.000,COJOCARI Maria,MOLDOVA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5301
74,22.000,BERRETTA Mariavittoria Elvira,ITALY,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5302
75,22.000,DI RUSSO Guia,ITALY,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5303
76,22.000,KOLLAR Anna,HUNGARY,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5304
77,21.000,ALY Lojain,EGYPT,L,17,Foil_Women_Junior,2024-06-27 03:18:24,5305
78,21.000,BENCHEKOR Selma Lilia,ALGERIA,L,18,Foil_Women_Junior,2024-06-27 03:18:24,5306
79,21.000,BRECHERET Carolina,BRAZIL,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5307
80,21.000,SOUSSI Yasmine,TUNISIA,R,15,Foil_Women_Junior,2024-06-27 03:18:24,5308
81,21.000,CHANG Huang-Mei-Tzu,CHINESE TAIPEI,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5309
82,20.000,LI Weijing,CHINA,R,20,Foil_Women_Junior,2024-06-27 03:18:24,5310
83,20.000,AMR HOSSNY Sara,EGYPT,L,14,Foil_Women_Junior,2024-06-27 03:18:24,5311
84,20.000,GAYDOS Sofia,SPAIN,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5312
85,19.500,GNOYEVA Alyona,KAZAKHSTAN,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5313
86,19.500,JAKUBOWSKA Marta,POLAND,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5314
87,19.250,ZONI Lea,GERMANY,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5315
88,19.000,MITI BIKFALVI Ingrid,ROMANIA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5316
89,19.000,KALOCSAI Luca,HUNGARY,R,20,Foil_Women_Junior,2024-06-27 03:18:24,5317
90,18.500,VIANNA Gabriella,BRAZIL,R,20,Foil_Women_Junior,2024-06-27 03:18:24,5318
91,18.500,LEE Stephanie Tingyi,SINGAPORE,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5319
92,18.500,LAU Yi Heng,"HONG KONG, CHINA",R,17,Foil_Women_Junior,2024-06-27 03:18:24,5320
93,18.250,SHINNAKERDCHOKE Chayanutphat,THAILAND,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5321
94,18.000,IIMURA Ayano,JAPAN,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5322
95,18.000,DURUKAN Almila Birce,TÜRKIYE,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5323
96,17.000,KIM Minji,KOREA,R,20,Foil_Women_Junior,2024-06-27 03:18:24,5324
97,17.000,NUKUI Yura,JAPAN,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5325
98,16.000,PAPP Jazmin,HUNGARY,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5326
99,16.000,MORALES Georgina,MEXICO,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5327
100,16.000,WONG Shun Yat,"HONG KONG, CHINA",R,17,Foil_Women_Junior,2024-06-27 03:18:24,5328
101,15.500,GLASSON Sophia,AUSTRALIA,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5329
102,15.000,CHAN Nok Sze Daphne,"HONG KONG, CHINA",R,19,Foil_Women_Junior,2024-06-27 03:18:24,5330
103,14.500,SORIANO Mariana,PERU,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5331
104,14.250,MOHAMMAD FADLY Nabihah Raiedah,SINGAPORE,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5332
105,14.000,TAN Kaitlyn,USA,L,15,Foil_Women_Junior,2024-06-27 03:18:24,5333
106,14.000,ZHANG Alina,USA,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5334
107,14.000,LIN Zhi Tong (Bonnie),CANADA,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5335
108,14.000,ZHANG Siqi,CHINA,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5336
109,14.000,KURITZKY Gili,ISRAEL,R,15,Foil_Women_Junior,2024-06-27 03:18:24,5337
110,14.000,KU Hio Lam,"MACAO, CHINA",R,17,Foil_Women_Junior,2024-06-27 03:18:24,5338
111,14.000,SENIC Adeline,MOLDOVA,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5339
112,14.000,WONG Lorraine,"HONG KONG, CHINA",R,17,Foil_Women_Junior,2024-06-27 03:18:24,5340
113,14.000,WOJTAS Hanna,POLAND,L,17,Foil_Women_Junior,2024-06-27 03:18:24,5341
114,14.000,STEPOVYK Milana,UKRAINE,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5342
115,13.500,YEROFIEIENKO Anastasiia,UKRAINE,R,20,Foil_Women_Junior,2024-06-27 03:18:24,5343
116,13.250,ISKANDEROVA Alina,KAZAKHSTAN,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5344
117,13.000,LEE Jiahn,KOREA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5345
118,12.500,RADU Paula,ROMANIA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5346
119,12.250,MECHEREK Nour El Eslam,TUNISIA,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5347
120,12.000,DAVIES Ellie,CANADA,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5348
121,12.000,LAMEGA Rose Desserama,TOGO,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5349
122,12.000,ZHANG Ruping,CHINA,L,19,Foil_Women_Junior,2024-06-27 03:18:24,5350
123,12.000,MACHADO LEAL Natalia,VENEZUELA,R,15,Foil_Women_Junior,2024-06-27 03:18:24,5351
124,12.000,AYARI Nour Al Houda,TUNISIA,R,13,Foil_Women_Junior,2024-06-27 03:18:24,5352
125,12.000,CASSIM Imaan,SOUTH AFRICA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5353
126,12.000,DONG Angela,CANADA,R,14,Foil_Women_Junior,2024-06-27 03:18:24,5354
127,12.000,EYER Hailey,USA,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5355
128,12.000,HERNANDEZ Angela,MEXICO,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5356
129,12.000,YAO Ada,CANADA,R,15,Foil_Women_Junior,2024-06-27 03:18:24,5357
130,12.000,ALBLOOSHI Alhayam,UNITED ARAB EMIRATES,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5358
131,12.000,TSANG Amelie,GREAT BRITAIN,L,17,Foil_Women_Junior,2024-06-27 03:18:24,5359
132,12.000,TAKEYAMA Yuzuha,JAPAN,L,20,Foil_Women_Junior,2024-06-27 03:18:24,5360
133,12.000,SEIFFERT Veranika,GERMANY,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5361
134,11.750,GORNY Raphaelle,BELGIUM,R,20,Foil_Women_Junior,2024-06-27 03:18:24,5362
135,11.000,SHEN Lydia,USA,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5363
136,11.000,RAGGIO Sofia,ITALY,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5364
137,11.000,ALIX Adele,FRANCE,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5365
138,11.000,ONEIL Neve,AUSTRALIA,L,18,Foil_Women_Junior,2024-06-27 03:18:24,5366
139,11.000,JOHNSON Isabella,GREAT BRITAIN,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5367
140,11.000,BORYSOVA Ahlaia,UKRAINE,L,15,Foil_Women_Junior,2024-06-27 03:18:24,5368
141,10.500,NAKADE Hiyori,JAPAN,L,20,Foil_Women_Junior,2024-06-27 03:18:24,5369
142,10.500,LONGTHONG Naramol,THAILAND,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5370
143,10.500,ILLEKOVA Katerina,CZECHIA,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5371
144,10.250,TAKAISHVILI Liza,GEORGIA,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5372
145,10.000,CAO Arianna,USA,L,19,Foil_Women_Junior,2024-06-27 03:18:24,5373
146,10.000,MUKANOVA Alua,KAZAKHSTAN,R,15,Foil_Women_Junior,2024-06-27 03:18:24,5374
147,10.000,CRUZ Casandra,PERU,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5375
148,10.000,KOVACS Reka,HUNGARY,R,20,Foil_Women_Junior,2024-06-27 03:18:24,5376
149,10.000,POZGAJCIC Lorena,CROATIA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5377
150,9.500,CHENG Olivia,CHINESE TAIPEI,R,15,Foil_Women_Junior,2024-06-27 03:18:24,5378
151,9.000,WOJEWODZKA Zuzanna,POLAND,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5379
152,9.000,MURALIDHARAN Mayuri,AUSTRALIA,R,20,Foil_Women_Junior,2024-06-27 03:18:24,5380
153,9.000,HOEFLER Marie,GERMANY,L,19,Foil_Women_Junior,2024-06-27 03:18:24,5381
154,8.500,BIBITE Beatrice Pia Maria,ITALY,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5382
155,8.500,BINKO Aleksandra,POLAND,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5383
156,8.500,TRCIN Katja,CROATIA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5384
157,8.500,NAMGALAURI Mariam,GEORGIA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5385
158,8.250,DOBRININA Uliana,MOLDOVA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5386
159,8.000,SHEN Sophia,USA,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5387
160,8.000,YAMADA Hinata,JAPAN,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5388
161,8.000,IMINOVA Robiyajon,UZBEKISTAN,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5389
162,8.000,HORPENCHENKO Viktoriia,UKRAINE,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5390
163,8.000,ESTRADA Alondra,MEXICO,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5391
164,8.000,HAN Xiaoxuan,CHINA,R,15,Foil_Women_Junior,2024-06-27 03:18:24,5392
165,8.000,SZURMAI Laura,HUNGARY,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5393
166,8.000,CASTILLO-BERNAUS Katie,GREAT BRITAIN,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5394
167,7.500,MAROSI Greta,HUNGARY,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5395
168,7.000,NUMATA Misaki,JAPAN,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5396
169,7.000,NOWAKOWSKA Aleksandra,POLAND,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5397
170,7.000,LAM Chi Mei,"MACAO, CHINA",R,19,Foil_Women_Junior,2024-06-27 03:18:24,5398
171,7.000,BADAR Szonja,HUNGARY,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5399
172,7.000,DAMMROFF Lotte,NETHERLANDS,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5400
173,7.000,GIORDANI Sofia,ITALY,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5401
174,6.500,ZUNIC Milena,SERBIA,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5402
175,6.250,SMITHISUKUL Chayada,THAILAND,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5403
176,6.000,FRIAS Stella,BRAZIL,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5404
177,6.000,DELMORAL COMUNIAN Andrea,VENEZUELA,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5405
178,6.000,CRESPO FELICE Sofia,VENEZUELA,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5406
179,6.000,WONG Chun Wing,"HONG KONG, CHINA",R,17,Foil_Women_Junior,2024-06-27 03:18:24,5407
180,6.000,VINUEZA BURNEO Sarah Emilia,ECUADOR,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5408
181,6.000,CHIPOCO Valeria,PERU,L,17,Foil_Women_Junior,2024-06-27 03:18:24,5409
182,6.000,TAVOLA Alessandra,ITALY,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5410
183,6.000,JANA Maria Ignacia,CHILE,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5411
184,6.000,ARISTIZABAL VALENCIA Sofia,COLOMBIA,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5412
185,6.000,RODRIGUEZ Josefa,CHILE,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5413
186,6.000,NARANJO CARBO Kristin Nahomy,ECUADOR,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5414
187,6.000,PINEDA AGUILAR Victoria,VENEZUELA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5415
188,6.000,TROPMANN Anastasia,GERMANY,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5416
189,6.000,GARCIA Constanza,BOLIVIA,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5417
190,6.000,CAMPOREALE Camila,ARGENTINA,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5418
191,6.000,HERWIG Finja Malu,GERMANY,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5419
192,6.000,YOSHIMORI Rachika,NETHERLANDS,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5420
193,5.500,EDIRI Josephine,FRANCE,L,20,Foil_Women_Junior,2024-06-27 03:18:24,5421
194,5.500,ROTH Annabelle,CZECHIA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5422
195,5.500,PAULUS Sloane Elizabeth,PHILIPPINES,R,14,Foil_Women_Junior,2024-06-27 03:18:24,5423
196,5.500,JENG Zi-Yin,CHINESE TAIPEI,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5424
197,5.500,KOPYLTSOVA Elizaveta,CYPRUS,R,15,Foil_Women_Junior,2024-06-27 03:18:24,5425
198,5.500,BALLOU Eleni,GREECE,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5426
199,5.250,OSENDE Carmen,SPAIN,R,20,Foil_Women_Junior,2024-06-27 03:18:24,5427
200,5.250,MASSON Juliette,AUSTRALIA,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5428
201,5.000,TING Ju-Hsuan,CHINESE TAIPEI,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5429
202,5.000,KOENIG Charlotte,USA,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5430
203,5.000,KAGAN TYAGUNOV May,ISRAEL,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5431
204,5.000,LI Si-Xian Jocelyn,CHINESE TAIPEI,R,15,Foil_Women_Junior,2024-06-27 03:18:24,5432
205,5.000,PAGNIN Stella,FRANCE,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5433
206,5.000,MAY Chantelle,NEW ZEALAND,L,20,Foil_Women_Junior,2024-06-27 03:18:24,5434
207,5.000,KOREN Lihy Peer,ISRAEL,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5435
208,5.000,ZHUANG Xinyi,CHINA,L,14,Foil_Women_Junior,2024-06-27 03:18:24,5436
209,5.000,ULASAVA Darya,AIN_,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5437
210,4.750,WITT Lara,GERMANY,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5438
211,4.500,PRON Kira,UKRAINE,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5439
212,4.500,TELLEZ Sofia,SPAIN,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5440
213,4.500,PLAZA Malgorzata,POLAND,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5441
214,4.500,LEUNG Ya Lei Janelle,"HONG KONG, CHINA",R,19,Foil_Women_Junior,2024-06-27 03:18:24,5442
215,4.250,MIKULICKA Zofia,POLAND,R,15,Foil_Women_Junior,2024-06-27 03:18:24,5443
216,4.250,PROKESOVA Barbora,CZECHIA,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5444
217,4.250,CHYZHYKOVA Yelyzaveta,UKRAINE,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5445
218,4.000,NORMAMATOVA Shabnam,UZBEKISTAN,L,15,Foil_Women_Junior,2024-06-27 03:18:24,5446
219,4.000,ZORINA Irina,_AIN,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5447
220,4.000,ADASHALIEVA Sabina,UZBEKISTAN,R,15,Foil_Women_Junior,2024-06-27 03:18:24,5448
221,4.000,SHUSTOVA Nadezhda,KAZAKHSTAN,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5449
222,4.000,CAPODICASA Nicole,ITALY,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5450
223,4.000,MOOSA Zainb,UNITED ARAB EMIRATES,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5451
224,4.000,NAIMSHEROVA Oydinoy,UZBEKISTAN,L,16,Foil_Women_Junior,2024-06-27 03:18:24,5452
225,4.000,SONG Yuqiao,CANADA,R,15,Foil_Women_Junior,2024-06-27 03:18:24,5453
226,4.000,KARIMOVA Asalya,UZBEKISTAN,R,14,Foil_Women_Junior,2024-06-27 03:18:24,5454
227,4.000,MOS Teresa,POLAND,L,14,Foil_Women_Junior,2024-06-27 03:18:24,5455
228,4.000,SHRUBYANETS Xeniya,KAZAKHSTAN,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5456
229,4.000,MENA ORTIZ Irene Abigail,EL SALVADOR,L,18,Foil_Women_Junior,2024-06-27 03:18:24,5457
230,4.000,GARCIA Ivanna,PERU,R,17,Foil_Women_Junior,2024-06-27 03:18:24,5458
231,4.000,RUTA Giorgia,ITALY,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5459
232,4.000,VIZCARRA Cielo,PERU,R,16,Foil_Women_Junior,2024-06-27 03:18:24,5460
233,4.000,KUBOTA Milano,JAPAN,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5461
234,4.000,HAYAKAWA Aoi,JAPAN,R,19,Foil_Women_Junior,2024-06-27 03:18:24,5462
235,4.000,KOH Elle Meihui,SINGAPORE,L,16,Foil_Women_Junior,2024-06-27 03:18:24,5463
236,4.000,EMANUEL Ava,NETHERLANDS,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5464
237,4.000,MARTIN Garance,FRANCE,R,18,Foil_Women_Junior,2024-06-27 03:18:24,5465
